Type,Grain Label,Reference,Meteorite,Technique,Size (microns),Notes,7Li/6Li,Error[7Li/6Li],11B/10B,Error[11B/10B],12C/13C,Error[12C/13C],14N/15N,Error[14N/15N],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(29Si/28Si)],26Al/27Al,Error[26Al/27Al],d(33S/32S),Error[d(33S/32S)],d(34S/32S),Error[d(34S/32S)],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],44Ti/48Ti,Error[44Ti/48Ti),d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],51V/48Ti,Error[51V/48Ti],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)],d(84Sr/86Sr),Error[d(84Sr/86Sr)],d(87Sr/86Sr),Error[d(87Sr/86Sr)],d(88Sr/86Sr),Error[d(88Sr/86Sr)],d(90Zr/94Zr),Error[d(90Zr/94Zr)],d(91Zr/94Zr),Error[d(91Zr/94Zr)],d(92Zr/94Zr),Error[d(92Zr/94Zr)],d(96Zr/94Zr),Error[d(96Zr/94Zr)],d(92Mo/96Mo),Error[d(92Mo/96Mo)],d(94Mo/96Mo),Error[d(94Mo/96Mo)],d(95Mo/96Mo),Error[d(95Mo/96Mo)],d(97Mo/96Mo),Error[d(97Mo/96Mo)],d(98Mo/96Mo),Error[d(98Mo/96Mo)],d(100Mo/96Mo),Error[d(100Mo/96Mo)],d(96Ru/100Ru),Error[d(96Ru/100Ru)],d(98Ru/100Ru),Error[d(98Ru/100Ru)],d(99Ru/100Ru),Error[d(99Ru/100Ru)],d(101Ru/100Ru),Error[d(101Ru/100Ru)],d(102Ru/100Ru),Error[d(102Ru/100Ru)],d(104Ru/100Ru),Error[d(104Ru/100Ru)],d(134Ba/136Ba),Error[d(134Ba/136Ba)],d(135Ba/136Ba),Error[d(135Ba/136Ba)],d(137Ba/136Ba),Error[d(137Ba/136Ba)],d(138Ba/136Ba),Error[d(138Ba/136Ba)],
M,C2,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,46.90,1.46,,,139.4,29.2,123.0,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C20,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,45.93,1.38,,,45.7,20.0,58.9,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C21,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,38.82,1.11,,,-31.1,14.6,26.9,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,C21,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,38.80,1.10,,,-31.1,14.6,26.9,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C22,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,35.16,0.80,,,61.6,10.8,100.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,C23,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,3.00,0.00,,,7.4,10.6,22.3,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C24,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,22.75,0.88,,,27.9,32.3,21.9,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C25,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,26.64,0.65,,,53.8,11.2,78.7,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C26,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,70.06,2.06,,,-7.4,15.9,13.4,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,C27,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,3.50,0.10,,,104.5,16.0,90.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,C29,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,106.40,1.50,,,8.5,5.1,32.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C3,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,65.90,0.53,,,6.7,4.0,18.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C30,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,43.47,0.75,,,104.2,12.0,71.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C31,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,35.41,0.35,,,107.2,6.4,90.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C32,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,59.38,0.83,,,64.5,8.5,48.7,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C33,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,43.47,0.75,,,104.2,12.0,71.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C34,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,73.95,1.91,,,19.8,14.8,48.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C4,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,51.86,0.34,,,35.2,3.6,51.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C5,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,74.42,0.68,,,44.5,4.1,53.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C6,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,51.89,1.35,,,96.6,21.6,125.6,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C7,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,47.55,0.90,,,63.1,14.6,105.1,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C8,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,46.70,0.48,,,144.4,7.3,142.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,C9,Alexander GCA 1993,Chainpur,Wash U 3f,,,,,,,77.78,1.66,,,64.4,14.0,73.9,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I1,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,55.83,2.53,,,46.7,3.9,57.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I10,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,48.03,5.53,,,77.3,11.2,78.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I11,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,52.11,6.47,,,18.1,12.1,1.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I12,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,63.91,2.34,,,31.7,7.0,22.1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I13,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,53.40,4.30,,,41.9,4.7,49.8,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I14,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,51.30,14.12,,,32.9,11.7,45.9,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I15,Alexander GCA 1993,Inman,Wash U 3f,            ,,,,,,54.80,7.10,,,-52.8,13.0,-84.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I16,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,51.59,9.38,,,86.8,23.3,64.9,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I17,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,20.55,4.14,,,22.2,7.1,23.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I19,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,54.41,5.25,,,0.9,8.2,10.3,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I2,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,45.42,16.35,,,52.6,15.4,34.3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,I20,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,57.50,3.50,,,-71.5,8.1,17.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I21,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,55.18,5.96,,,27.2,6.2,12.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I22,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,69.32,4.15,,,33.0,5.8,41.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I23,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,56.71,3.83,,,30.0,4.8,46.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I24,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,41.09,5.21,,,50.6,9.1,47.8,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I25,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,43.80,4.73,,,32.5,5.9,33.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I26,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,43.93,5.80,,,27.0,12.6,37.5,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I27,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,35.20,6.35,,,21.0,5.9,7.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I28,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,59.37,1.87,,,56.5,3.0,55.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I29,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,50.07,3.87,,,-9.2,6.6,-9.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I3,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,42.69,4.98,,,45.1,5.0,52.7,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I30,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,61.92,6.26,,,21.9,7.5,30.2,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I31,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,39.85,10.24,,,62.5,18.4,60.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I32,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,58.00,4.52,,,32.3,4.8,28.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I33,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,47.26,4.00,,,2.0,4.6,36.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I34,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,37.42,3.09,,,67.1,6.6,31.6,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,I35,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,214.80,7.70,,,-265.9,11.7,-456.0,19.7,,,,,,,,,,,174.0,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I36,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,76.02,8.91,,,20.0,11.0,47.1,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I37,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,50.61,6.20,,,6.2,5.9,14.7,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I38,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,46.22,1.42,,,47.7,2.5,48.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I39,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,56.57,4.99,,,57.9,7.0,53.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I4,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,47.97,4.92,,,24.3,6.2,66.6,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I40,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,53.46,3.22,,,20.1,5.1,24.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I41,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,91.72,4.88,,,0.2,6.2,38.1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I42,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,18.00,1.65,,,-4.7,3.5,7.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I43,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,64.99,3.04,,,22.2,3.7,27.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I44,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,46.78,2.81,,,55.9,6.0,38.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I45,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,81.36,2.69,,,22.7,3.7,22.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I46,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,53.27,6.96,,,10.5,8.5,22.9,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I47,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,60.50,6.42,,,25.4,7.5,45.4,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I48,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,61.11,1.88,,,14.1,2.8,36.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I49,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,58.19,8.15,,,71.3,18.8,14.1,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I5,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,59.38,12.53,,,0.8,14.7,54.9,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I50,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,36.80,2.55,,,33.7,4.6,49.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I51,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,53.32,3.14,,,22.5,4.9,16.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I52,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,62.00,4.88,,,24.1,5.6,29.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I53,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,52.49,6.86,,,29.8,12.0,43.0,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,I54,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,65.40,2.00,,,-56.8,3.1,72.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I55,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,72.01,3.74,,,38.3,4.3,39.9,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,I56,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,46.30,4.20,,,-59.0,8.6,-115.7,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,I57,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,124.60,2.90,,,30.7,3.9,50.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I58,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,49.41,2.58,,,18.8,4.4,32.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I59,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,45.63,4.68,,,-1.6,9.8,25.9,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I6,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,44.46,18.43,,,53.1,16.9,30.1,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,I60,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,46.80,2.70,,,-62.0,11.1,70.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I61,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,52.66,3.54,,,19.2,4.8,15.2,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I62,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,50.80,5.39,,,11.0,8.3,1.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I63,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,55.20,5.84,,,21.2,5.9,16.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I64,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,42.74,2.19,,,153.2,7.9,112.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I65,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,57.13,12.40,,,42.3,12.9,37.7,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I66,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,53.37,9.98,,,42.0,11.7,53.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I67,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,71.27,3.17,,,22.8,3.8,37.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z,I68,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,56.50,4.60,,,-49.3,6.4,179.8,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,I69,Alexander GCA 1993,Inman,Wash U 3f,,,,,,,31.29,3.14,,,38.0,7.5,47.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
